Date,Close
8/1/2019,274.57
8/2/2019,272.5
8/5/2019,265.1
8/6/2019,269.31
8/7/2019,274.3
8/8/2019,274.8
8/9/2019,273.94
8/12/2019,271.31
8/13/2019,276.26
8/14/2019,268.15
8/15/2019,271.52
8/16/2019,274.1
8/19/2019,275.61
8/20/2019,272.97
8/21/2019,275.68
8/22/2019,279.92
8/23/2019,274.01
8/26/2019,278.46
8/27/2019,292.38
8/28/2019,294.49
8/29/2019,296.57
8/30/2019,294.76
9/3/2019,292.05
9/4/2019,296.12
9/5/2019,296.97
9/6/2019,303.76
9/9/2019,299
9/10/2019,297
9/11/2019,290.69
9/12/2019,289.89
9/13/2019,291.9
9/16/2019,288.69
9/17/2019,291.41
9/18/2019,292.43
9/19/2019,287.83
9/20/2019,286.36
9/23/2019,287.57
9/24/2019,287.91
9/25/2019,288.51
9/26/2019,288.26
9/27/2019,285.95
9/30/2019,288.11
10/1/2019,283.93
10/2/2019,285.11
10/3/2019,289
10/4/2019,291.67
10/7/2019,293.41
10/8/2019,291.89
10/9/2019,296.9
10/10/2019,297.14
10/11/2019,297.6
10/14/2019,297.52
10/15/2019,298.39
10/16/2019,298.78
10/17/2019,302.4
10/18/2019,302.86
10/21/2019,301.08
10/22/2019,299.97
10/23/2019,297.32
10/24/2019,297.05
10/25/2019,296.5
10/28/2019,298.94
10/29/2019,295.86
10/30/2019,299.84
10/31/2019,297.11
11/1/2019,296.09
11/4/2019,296.82
11/5/2019,299.18
11/6/2019,301.57
11/7/2019,305.21
11/8/2019,302.62
11/11/2019,300.84
11/12/2019,300.5
11/13/2019,302.9
11/14/2019,304.59
11/15/2019,303.66
11/18/2019,304.54
11/19/2019,302.24
11/20/2019,300.57
11/21/2019,300.27
11/22/2019,299.31
11/25/2019,299.05
11/26/2019,301.24
11/27/2019,300.76
11/29/2019,299.81
12/2/2019,297.39
12/3/2019,295.67
12/4/2019,296.52
12/5/2019,293.1
12/6/2019,294.95
12/9/2019,295.16
12/10/2019,295.78
12/11/2019,295.3
12/12/2019,297.34
12/13/2019,291.87
12/16/2019,293.5
12/17/2019,295.55
12/18/2019,291.87
12/19/2019,293.71
12/20/2019,294.83
12/23/2019,293.31
12/24/2019,294.23
12/26/2019,295.73
12/27/2019,294.11
12/30/2019,295.14
